ord;TIME;LATITUDE;LONGITUDE;ALTITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;TERM FUEL TRIM BANK 1;FUEL_ECONOMY;LONG TERM FUEL TRIM BANK 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;SHORT TERM FUEL TRIM BANK 2;SHORT TERM FUEL TRIM BANK 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO;aqui
464;1,51E+12;-586.281.523;-3.518.964.567;35.0;control1;100;89;54,90;28,20;4;1207;35;2,79;;;;;35;;35;;-2,30;01:21:52;18,00;MIL is OFF0 codes;;;;
465;1,51E+12;-586.259.343;-3.518.992.478;35.0;control1;100;89;54,90;39,60;4;1183;34;6,89;;;;;35;;35;;-0,80;01:21:56;25,10;MIL is OFF0 codes;;;;
466;1,51E+12;-586.236.207;-3.519.019.988;34.0;control1;100;89;54,90;39,60;4;1167;35;6,62;;;;;35;;34;;-3,90;01:22:00;25,10;MIL is OFF0 codes;;;;
467;1,51E+12;-586.214.035;-3.519.046.879;35.0;control1;100;89;54,90;12,20;4;1121;22;2,85;;;;;36;;31;;-10,90;01:22:04;18,40;MIL is OFF0 codes;;;;
468;1,51E+12;-586.194.724;-3.519.070.376;34.0;control1;100;89;54,90;20,40;4;1019;22;2,96;;;;;37;;29;;2,30;01:22:08;18,80;MIL is OFF0 codes;;;;
469;1,51E+12;-586.178.224;-3.519.094.597;32.0;control1;100;89;54,50;22,70;4;966;21;3,01;;;;;37;;28;;3,90;01:22:12;18,80;;;;;
470;1,51E+12;-586.160.175;-3.519.116.467;31.0;control1;100;89;54,50;21,60;4;943;24;2,88;;;;;38;;27;;4,70;01:22:16;18,40;MIL is OFF0 codes;;;;
471;1,51E+12;-586.143.982;-3.519.137.162;33.0;control1;100;89;54,50;25,90;4;895;26;3,16;;;;;38;;26;;-1,60;01:22:20;19,20;;;;;
472;1,51E+12;-586.127.882;-3.519.156.925;33.0;control1;100;89;54,50;34,10;4;754;40;4,15;;;;;37;;25;;3,10;01:22:24;20,40;;;;;
473;1,51E+12;-58.611.217;-351.917.724;34.0;control1;100;88;54,50;45,50;4;1281;38;8,36;;;;;36;;;;-0,80;01:22:28;27,10;MIL is OFF0 codes;;;;
474;1,51E+12;-58.609.582;-351.919.941;35.0;control1;100;88;54,50;44,30;4;1381;38;8,68;;;;;35;;29;;-6,20;01:22:32;27,50;MIL is OFF0 codes;;;;
475;1,51E+12;-586.076.069;-3.519.221.316;35.0;control1;100;88;54,50;42,70;4;1449;36;9,08;;;;;35;;31;;-0,80;01:22:36;27,50;MIL is OFF0 codes;;;;
476;1,51E+12;-586.058.223;-3.519.246.406;33.0;control1;100;88;54,90;43,50;4;1530;41;9,71;;;;;35;;;;0,00;01:22:40;28,20;MIL is OFF0 codes;;;;
477;1,51E+12;-58.603.896;-3.519.271.184;34.0;control1;100;88;54,90;51,80;4;1031;47;7,64;;;;;35;;32;;3,90;01:22:44;26,30;MIL is OFF0 codes;;;;
478;1,51E+12;-5.860.193;-3.519.297.102;34.0;control1;100;89;54,90;52,50;4;1070;44;8,2;;;;;35;;33;;-1,60;01:22:48;26,70;MIL is OFF0 codes;;;;
479;1,51E+12;-585.998.623;-3.519.322.922;35.0;control1;100;89;54,90;52,90;4;1119;43;8,33;;;;;35;;34;;3,90;01:22:52;27,10;MIL is OFF0 codes;;;;
480;1,51E+12;-585.977.962;-3.519.350.446;35.0;control1;100;89;54,90;48,20;4;1164;39;8,13;;;;;35;;36;;-2,30;01:22:56;26,70;MIL is OFF0 codes;;;;
481;1,51E+12;-585.955.597;-3.519.377.728;36.0;control1;100;89;54,90;44,70;4;1189;39;7,86;;;;;35;;36;;3,90;01:23:00;26,30;MIL is OFF0 codes;;;;
482;1,51E+12;-585.934.044;-3.519.405.819;35.0;control1;100;89;54,90;45,50;4;1219;37;7,85;;;;;35;;37;;-1,60;01:23:04;26,70;MIL is OFF0 codes;;;;
483;1,51E+12;-585.910.787;-3.519.434.628;34.0;control1;100;89;54,90;37,30;4;1231;33;6,71;;;;;36;;35;;-6,20;01:23:08;24,30;MIL is OFF0 codes;;;;
484;1,51E+12;-585.888.357;-3.519.463.017;35.0;control1;100;89;54,90;41,20;4;1154;35;6,86;;;;;36;;34;;4,70;01:23:12;25,10;MIL is OFF0 codes;;;;
485;1,51E+12;-585.866.819;-3.519.490.787;34.0;control1;100;89;54,90;42,00;4;1142;35;6,8;;;;;36;;;;-1,60;01:23:16;25,10;MIL is OFF0 codes;;;;
486;1,51E+12;-58.584.577;-3.519.518.978;34.0;control1;100;89;54,90;42,40;4;1142;36;6,63;;;;;36;;34;;3,90;01:23:20;25,10;MIL is OFF0 codes;;;;
487;1,51E+12;-585.823.805;-3.519.545.889;34.0;control1;100;89;54,90;41,60;4;1142;35;6,76;;;;;36;;34;;-1,60;01:23:24;25,10;MIL is OFF0 codes;;;;
488;1,51E+12;-58.578.291;-3.519.599.614;35.0;control1;100;89;54,90;40,80;4;1149;36;6,75;;;;;36;;35;;-1,60;01:23:29;25,10;MIL is OFF0 codes;;;;
489;1,51E+12;-585.760.871;-3.519.626.449;35.0;control1;100;88;54,90;40,40;4;1153;34;6,91;;;;;36;;34;;3,10;01:23:33;25,10;MIL is OFF0 codes;;;;
490;1,51E+12;-585.739.204;-3.519.654.253;37.0;control1;100;88;54,90;40,40;4;1150;34;6,67;;;;;36;;34;;3,10;01:23:37;24,70;MIL is OFF0 codes;;;;
491;1,51E+12;-58.571.912;-3.519.679.915;37.0;control1;100;88;54,90;40,80;4;1128;36;6,51;;;;;36;;33;;-2,30;01:23:41;24,70;MIL is OFF0 codes;;;;
492;1,51E+12;-585.698.846;-351.970.623;37.0;control1;100;88;54,90;41,20;4;1116;36;6,65;;;;;36;;;;3,90;01:23:45;24,70;MIL is OFF0 codes;;;;
493;1,51E+12;-585.678.562;-3.519.732.448;37.0;control1;100;88;54,90;42,40;4;1117;34;6,67;;;;;36;;31;;3,90;01:23:49;20,80;MIL is OFF0 codes;;;;
494;1,51E+12;-585.659.188;-3.519.757.638;38.0;control1;100;88;54,90;38,80;4;1555;36;9;;;;;36;;;;-2,30;01:23:53;27,50;MIL is OFF0 codes;;;;
495;1,51E+12;-58.563.964;-351.978.267;39.0;control1;100;88;54,90;42,70;4;1558;38;9,92;;;;;36;;32;;4,70;01:23:57;28,20;MIL is OFF0 codes;;;;
496;1,51E+12;-585.620.737;-351.980.751;39.0;control1;100;88;54,90;45,10;4;1529;40;10,27;;;;;35;;31;;0,00;01:24:01;28,60;MIL is OFF0 codes;;;;
497;1,51E+12;-585.602.602;-351.983.238;39.0;control1;100;88;54,90;46,70;4;1517;39;10,06;;;;;35;;30;;;01:24:05;28,60;MIL is OFF0 codes;;;;
498;1,51E+12;-585.583.435;-3.519.855.607;40.0;control1;100;88;55,30;45,90;4;1498;31;10,05;;;;;35;;;;-0,80;01:24:09;28,60;MIL is OFF0 codes;;;;
499;1,51E+12;-58.556.466;-3.519.877.682;42.0;control1;100;88;55,30;22,00;4;1462;19;3,28;;;;;36;;30;;-0,80;01:24:13;;MIL is OFF0 codes;;;;
500;1,51E+12;-585.550.115;-3.519.896.232;43.0;control1;100;88;54,90;18,80;4;1229;31;3,43;;;;;36;;23;;12,50;01:24:17;20,00;MIL is OFF0 codes;;;;
501;1,51E+12;-58.553.677;-3.519.913.694;42.0;control1;100;88;54,90;36,90;4;1113;31;5,83;;;;;36;;23;;4,70;01:24:21;23,90;MIL is OFF0 codes;;;;
502;1,51E+12;-585.523.261;-3.519.931.212;42.0;control1;100;88;54,90;36,50;4;1143;20;5,99;;;;;36;;21;;-1,60;01:24:25;23,90;MIL is OFF0 codes;;;;
503;1,51E+12;-585.511.174;-3.519.947.898;42.0;control1;100;88;54,50;20,80;4;988;25;;;;;;37;;;;3,10;01:24:29;20,40;MIL is OFF0 codes;;;;
504;1,51E+12;-585.501.701;-351.996.203;42.0;control1;100;88;54,50;30,60;4;829;40;3,38;;;;;38;;15;;-1,60;01:24:33;19,60;MIL is OFF0 codes;;;;
505;1,51E+12;-585.492.895;-3.519.972.974;42.0;control1;100;89;54,50;65,10;4;725;20;6,78;;;;;38;;11;;-1,60;01:24:37;25,50;MIL is OFF0 codes;;;;
506;1,51E+12;-585.485.669;-3.519.980.735;43.0;control1;100;89;54,50;31,40;4;842;47;3,5;;;;;38;;8;;-1,60;01:24:41;19,20;MIL is OFF0 codes;;;;
507;1,51E+12;-585.481.014;-3.519.989.699;43.0;control1;100;89;54,50;60,00;4;736;31;6,04;;;;;38;;7;;-0,80;01:24:45;24,70;MIL is OFF0 codes;;;;
508;1,51E+12;-585.472.955;-3.519.996.514;45.0;control1;100;89;54,50;54,90;4;886;54;10,97;;;;;37;;12;;6,20;01:24:49;30,60;MIL is OFF0 codes;;;;
509;1,51E+12;-585.462.687;-3.520.008.258;45.0;control1;100;90;55,30;55,30;4;1195;27;9,1;;;;;36;;;;-3,90;01:24:53;27,50;MIL is OFF0 codes;;;;
510;1,51E+12;-585.448.531;-3.520.007.423;44.0;control1;100;90;55,30;30,20;4;1130;35;4,91;;;;;36;;14;;-3,90;01:24:58;22,70;MIL is OFF0 codes;;;;
511;1,51E+12;-585.310.204;-3.519.949.698;36.0;control1;100;90;54,90;39,60;4;1780;22;9,62;;;;;36;;24;;3,10;01:25:02;25,10;MIL is OFF0 codes;;;;
512;1,51E+12;-585.290.716;-3.519.939.574;38.0;control1;100;91;53,30;48,20;4;1030;41;6,94;;;;;36;;20;;7,00;01:25:27;25,50;MIL is OFF0 codes;4300;62,70;1,00;
513;1,51E+12;-5.852.707;-3.519.931.229;37.0;control1;100;91;53,70;44,30;4;1002;42;6,34;;;;;36;;19;;3,90;01:25:31;24,70;MIL is OFF0 codes;;;;
514;1,51E+12;-585.253.844;-351.992.457;38.0;control1;100;91;53,70;52,90;4;932;46;7,08;;;;;36;;;;-2,30;01:25:35;25,90;MIL is OFF0 codes;;;;
515;1,51E+12;-585.235.931;-3.519.917.358;38.0;control1;100;91;53,70;49,40;4;928;46;6,52;;;;;36;;18;;-2,30;01:25:39;25,10;MIL is OFF0 codes;;;;
516;1,51E+12;-585.218.477;-3.519.910.085;39.0;control1;100;91;53,70;51,40;4;908;46;6,78;;;;;36;;19;;3,10;01:25:43;25,50;MIL is OFF0 codes;;;;
517;1,51E+12;-585.200.856;-3.519.901.847;39.0;control1;100;91;54,10;52,20;4;950;47;7,23;;;;;36;;21;;-2,30;01:25:47;26,30;MIL is OFF0 codes;;;;
518;1,51E+12;-585.180.402;-3.519.896.305;41.0;control1;100;91;54,10;56,10;4;1043;47;8,11;;;;;36;;22;;-4,70;01:25:51;27,10;MIL is OFF0 codes;;;;
519;1,51E+12;-585.159.845;-3.519.889.387;41.0;control1;100;91;54,10;52,50;4;1126;39;8,21;;;;;35;;23;;0,00;01:25:55;26,70;MIL is OFF0 codes;;;;
520;1,51E+12;-585.139.199;-3.519.885.011;42.0;control1;100;91;54,10;12,50;4;1086;26;2,37;;;;;37;;18;;-2,30;01:25:59;18,40;MIL is OFF0 codes;;;;
521;1,51E+12;-585.122.361;-3.519.880.363;41.0;control1;100;91;54,10;31,40;4;812;47;3,55;;;;;37;;16;;1,60;01:26:03;18,80;;;;;
522;1,51E+12;-585.105.842;-3.519.871.234;42.0;control1;100;91;53,70;55,30;4;879;44;6,6;;;;;37;;20;;4,70;01:26:07;25,50;;;;;
523;1,51E+12;-585.087.912;-3.519.863.927;43.0;control1;100;91;53,70;50,20;4;1004;19;7,17;;;;;37;;20;;0,00;01:26:11;25,10;;;;;
524;1,51E+12;-58.506.942;-3.519.855.239;41.0;control1;100;91;53,70;18,80;4;962;27;2,78;;;;;38;;17;;-2,30;01:26:15;18,40;MIL is OFF0 codes;;;;
525;1,51E+12;-585.052.249;-3.519.848.846;42.0;control1;100;90;53,70;48,60;4;937;47;6,94;;;;;37;;21;;3,90;01:26:19;25,90;MIL is OFF0 codes;;;;
526;1,51E+12;-585.033.805;-3.519.838.335;42.0;control1;100;90;53,70;47,80;4;1131;19;8,29;;;;;36;;25;;4,70;01:26:23;26,70;MIL is OFF0 codes;;;;
527;1,51E+12;-585.011.169;-3.519.828.617;40.0;control1;100;90;53,70;20,40;4;1206;19;3,22;;;;;37;;;;9,40;01:26:27;19,20;MIL is OFF0 codes;;;;
528;1,51E+12;-584.989.508;-3.519.819.386;38.0;control1;100;90;53,70;20,80;4;1143;21;3,41;;;;;38;;22;;-6,20;01:26:31;19,20;MIL is OFF0 codes;;;;
529;1,51E+12;-584.970.417;-3.519.810.648;35.0;control1;100;90;54,10;20,80;4;1070;20;2,85;;;;;38;;21;;3,10;01:26:35;18,80;MIL is OFF0 codes;;;;
530;1,51E+12;-58.495.009;-3.519.801.886;36.0;control1;100;90;54,10;57,30;4;1078;28;8,68;;;;;36;;26;;3,90;01:26:39;27,50;MIL is OFF0 codes;;;;
531;1,51E+12;-584.927.932;-3.519.792.857;37.0;control1;100;89;54,10;18,00;4;1248;21;3,41;;;;;37;;21;;12,50;01:26:43;19,60;MIL is OFF0 codes;;;;
532;1,51E+12;-584.908.757;-3.519.779.892;34.0;control1;100;89;54,10;27,80;4;827;50;3,35;;;;;37;;18;;4,70;01:26:47;19,60;MIL is OFF0 codes;;;;
533;1,51E+12;-5.846.547;-3.519.674.439;37.0;control1;100;89;53,70;70,60;4;980;58;10,08;;;;;36;;24;;3,10;01:26:51;29,40;MIL is OFF0 codes;;;;
534;1,51E+12;-584.415.001;-351.958.329;41.0;control1;100;88;54,90;72,50;4;1178;58;12,4;;;;;35;;36;;-10,20;01:27:26;30,20;MIL is OFF0 codes;;;;
535;1,51E+12;-584.388.936;-3.519.578.395;43.0;control1;100;86;54,50;54,10;4;1314;52;10,28;;;;;35;;28;;7,00;01:27:54;29,00;;;;;
536;1,51E+12;-584.361.552;-3.519.562.832;42.0;control1;100;86;54,90;59,60;4;1451;50;12,79;;;;;35;;33;;-3,90;01:27:58;30,60;MIL is OFF0 codes;;;;
537;1,51E+12;-584.331.922;-3.519.546.692;42.0;control1;100;86;55,30;60,80;4;1626;48;14,32;;;;;34;;34;;-8,60;01:28:02;31,00;;;;;
538;1,51E+12;-584.302.214;-3.519.529.793;43.0;control1;100;85;55,70;56,90;4;1691;50;14,33;;;;;34;;34;;-3,10;01:28:06;31,00;;;;;
539;1,51E+12;-584.272.659;-3.519.513.394;44.0;control1;100;85;56,10;58,80;4;1683;50;14,43;;;;;34;;;;-3,10;01:28:10;31,40;MIL is OFF0 codes;;;;
540;1,51E+12;-584.241.347;-3.519.503.679;47.0;control1;100;85;56,50;62,40;4;1625;52;15;;;;;34;;33;;0,00;01:28:14;31,40;MIL is OFF0 codes;;;;
541;1,51E+12;-584.208.381;-3.519.502.884;48.0;control1;100;85;56,50;59,20;4;1613;42;13,76;;;;;34;;33;;-3,10;01:28:18;31,00;MIL is OFF0 codes;;;;
542;1,51E+12;-584.175.878;-3.519.501.601;50.0;control1;100;85;56,90;25,10;4;1606;20;3,96;;;;;34;;29;;0,00;01:28:22;20,80;MIL is OFF0 codes;;;;
543;1,51E+12;-584.147.321;-3.519.499.817;48.0;control1;100;85;56,50;17,30;4;1457;23;4,01;;;;;35;;33;;1,60;01:28:26;21,60;MIL is OFF0 codes;;;;
544;1,51E+12;-584.111.517;-3.519.498.573;46.0;control1;100;85;55,70;23,50;4;1135;20;3,8;;;;;35;;38;;6,20;01:28:30;19,20;MIL is OFF0 codes;;;;
545;1,51E+12;-58.407.139;-3.519.500.807;42.0;control1;100;85;55,30;18,80;4;1317;33;3,57;;;;;35;;41;;20,30;01:28:34;20,80;MIL is OFF0 codes;;;;
546;1,51E+12;-584.029.309;-351.950.928;39.0;control1;100;85;54,90;35,30;4;1410;33;7,33;;;;;35;;40;;12,50;01:28:38;25,90;MIL is OFF0 codes;;;;
547;1,51E+12;-583.993.369;-3.519.523.848;37.0;control1;100;85;53,70;43,90;4;1296;31;8,03;;;;;34;;32;;7,80;01:28:42;26,30;MIL is OFF0 codes;;;;
548;1,51E+12;-583.967.004;-351.953.977;37.0;control1;100;85;52,90;47,10;4;1459;20;9,62;;;;;35;;29;;-6,20;01:28:46;28,20;MIL is OFF0 codes;;;;
549;1,51E+12;-583.942.423;-3.519.557.336;38.0;control1;100;85;52,50;17,60;4;1450;45;4,8;;;;;34;;32;;18,80;01:28:50;24,30;MIL is OFF0 codes;;;;
550;1,51E+12;-583.914.935;-351.957.567;37.0;control1;100;84;52,90;50,60;4;1661;41;12,36;;;;;34;;36;;7,00;01:28:54;30,20;MIL is OFF0 codes;;;;
551;1,51E+12;-583.725.002;-3.519.708.103;35.0;control1;100;84;53,30;46,70;4;1793;39;12,41;;;;;34;;37;;-3,90;01:28:58;30,20;MIL is OFF0 codes;;;;
552;1,51E+12;-583.646.715;-3.519.780.304;35.0;control1;100;84;53,70;96,10;4;1046;46;13,86;;;;;34;;37;;-7,80;01:29:27;32,20;MIL is OFF0 codes;;;;
553;1,51E+12;-583.623.834;-3.519.809.752;35.0;control1;100;84;54,10;35,70;4;1222;36;6,43;;;;;34;;35;;0,00;01:29:39;24,30;MIL is OFF0 codes;4300;68,20;1,00;
554;1,51E+12;-583.602.295;-3.519.838.347;36.0;control1;100;84;54,10;45,10;4;1183;39;7,61;;;;;34;;34;;3,90;01:29:43;26,30;MIL is OFF0 codes;;;;
555;1,51E+12;-583.580.767;-3.519.865.602;37.0;control1;100;84;54,10;45,90;4;1125;43;7,5;;;;;34;;32;;3,10;01:29:47;26,30;MIL is OFF0 codes;;;;
556;1,51E+12;-58.356.172;-3.519.891.133;36.0;control1;100;84;54,10;52,20;4;1065;46;8,17;;;;;34;;30;;-2,30;01:29:51;26,70;MIL is OFF0 codes;;;;
557;1,51E+12;-583.544.127;-3.519.914.571;35.0;control1;100;84;54,50;59,60;4;1015;45;8,61;;;;;34;;26;;0,80;01:29:55;27,10;MIL is OFF0 codes;;;;
558;1,51E+12;-583.527.029;-3.519.936.666;36.0;control1;100;84;54,50;56,50;4;1282;56;13,06;;;;;34;;27;;-3,90;01:29:59;31,00;MIL is OFF0 codes;;;;
559;1,51E+12;-583.511.216;-3.519.956.889;36.0;control1;100;84;55,30;66,30;4;1331;56;12,85;;;;;33;;28;;-7,00;01:30:03;30,60;MIL is OFF0 codes;;;;
560;1,51E+12;-583.494.839;-351.997.879;39.0;control1;100;84;55,70;64,70;4;1376;56;13,01;;;;;33;;29;;-5,50;01:30:07;30,60;;;;;
561;1,51E+12;-583.477.325;-3.520.002.534;41.0;control1;100;84;56,50;64,70;4;1457;53;10,35;;;;;33;;28;;1,60;01:30:11;23,10;;;;;
562;1,51E+12;-583.459.725;-3.520.025.364;40.0;control1;100;84;56,10;60,80;4;931;50;8,09;;;;;33;;29;;6,20;01:30:15;26,70;;;;;
563;1,51E+12;-583.441.023;-352.004.909;40.0;control1;100;84;56,10;59,60;4;1005;41;8,39;;;;;33;;31;;7,00;01:30:19;26,70;;;;;
564;1,51E+12;-583.421.493;-352.007.458;40.0;control1;100;85;55,70;43,50;4;1097;20;6,3;;;;;34;;31;;2,30;01:30:23;23,90;MIL is OFF0 codes;;;;
565;1,51E+12;-583.402.572;-3.520.100.767;40.0;control1;100;85;55,30;21,20;4;1023;32;2,88;;;;;35;;30;;2,30;01:30:27;18,80;MIL is OFF0 codes;;;;
566;1,51E+12;-583.384.894;-3.520.125.977;37.0;control1;100;85;55,30;34,90;4;990;34;5,2;;;;;35;;;;0,00;01:30:31;22,40;MIL is OFF0 codes;;;;
567;1,51E+12;-583.367.514;-3.520.148.188;39.0;control1;100;85;55,30;38,40;4;968;41;5,25;;;;;35;;28;;-2,30;01:30:35;22,40;MIL is OFF0 codes;;;;
568;1,51E+12;-583.350.636;-3.520.170.307;37.0;control1;100;86;54,90;51,40;4;950;47;6,93;;;;;34;;29;;3,90;01:30:39;25,90;MIL is OFF0 codes;;;;
569;1,51E+12;-583.332.756;-3.520.194.244;37.0;control1;100;86;55,30;55,70;4;990;49;8,14;;;;;34;;30;;4,70;01:30:43;26,70;MIL is OFF0 codes;;;;
570;1,51E+12;-583.314.625;-3.520.218.258;37.0;control1;100;86;55,30;51,00;4;997;39;6,51;;;;;34;;26;;4,70;01:30:47;24,30;MIL is OFF0 codes;;;;
571;1,51E+12;-583.298.149;-3.520.238.725;38.0;control1;100;86;54,90;15,70;4;1273;20;4,33;;;;;35;;20;;7,80;01:30:51;20,80;MIL is OFF0 codes;;;;
572;1,51E+12;-583.285.927;-3.520.255.364;40.0;control1;100;86;54,90;28,20;4;958;48;4,78;;;;;34;;19;;7,80;01:30:55;23,90;MIL is OFF0 codes;;;;
573;1,51E+12;-583.275.016;-3.520.269.193;39.0;control1;100;87;54,90;72,50;4;954;58;10,38;;;;;34;;24;;-1,60;01:30:59;29,40;MIL is OFF0 codes;;;;
574;1,51E+12;-5.832.606;-3.520.288.942;38.0;control1;100;87;55,30;66,70;4;1250;50;12,17;;;;;33;;28;;0,00;01:31:03;30,20;MIL is OFF0 codes;;;;
575;1,51E+12;-583.246.855;-3.520.314.644;40.0;control1;100;87;55,70;59,60;4;1423;50;12,57;;;;;33;;;;0,00;01:31:07;30,20;MIL is OFF0 codes;;;;
576;1,51E+12;-583.234.272;-352.034.178;43.0;control1;100;87;56,10;44,30;4;1458;41;9,38;;;;;33;;29;;1,60;01:31:11;;MIL is OFF0 codes;;;;
577;1,51E+12;-583.223.627;-3.520.368.894;46.0;control1;100;88;56,10;54,50;4;1381;19;11,13;;;;;33;;29;;-1,60;01:31:15;29,40;MIL is OFF0 codes;;;;
578;1,51E+12;-583.214.259;-3.520.394.695;48.0;control1;100;88;56,10;18,00;4;1254;21;3,28;;;;;34;;26;;11,70;01:31:19;20,00;MIL is OFF0 codes;;;;
579;1,51E+12;-583.207.489;-3.520.414.201;49.0;control1;100;88;56,10;22,40;4;923;47;3,24;;;;;35;;20;;-0,80;01:31:24;19,60;MIL is OFF0 codes;;;;
580;1,51E+12;-583.201.705;-3.520.430.677;50.0;control1;100;88;55,70;52,50;4;897;43;6,69;;;;;34;;21;;-0,80;01:31:27;25,50;MIL is OFF0 codes;;;;
581;1,51E+12;-583.192.891;-3.520.450.276;48.0;control1;100;89;55,70;49,40;4;1103;38;7,86;;;;;33;;25;;-1,60;01:31:31;26,70;MIL is OFF0 codes;;;;
582;1,51E+12;-583.184.915;-3.520.472.841;48.0;control1;100;89;55,70;15,70;4;1273;20;3,28;;;;;34;;;;8,60;01:31:35;19,60;MIL is OFF0 codes;;;;
583;1,51E+12;-583.174.318;-3.520.498.824;46.0;control1;100;89;55,30;18,40;4;1255;19;3,44;;;;;34;;26;;18,80;01:31:40;20,40;MIL is OFF0 codes;;;;
584;1,51E+12;-583.165.593;-3.520.524.664;44.0;control1;100;89;54,90;19,60;4;1346;20;3,56;;;;;34;;26;;18,80;01:31:44;20,80;MIL is OFF0 codes;;;;
585;1,51E+12;-583.155.466;-3.520.549.549;42.0;control1;100;89;54,90;18,80;4;1274;29;3,55;;;;;34;;21;;18,00;01:31:47;;MIL is OFF0 codes;;;;
586;1,51E+12;-583.149.651;-3.520.569.695;42.0;control1;100;89;54,10;36,50;4;785;35;3,99;;;;;35;;12;;2,30;01:31:52;20,00;MIL is OFF0 codes;;;;
587;1,51E+12;-583.156.569;-3.520.578.746;40.0;control1;100;89;52,50;43,90;4;789;69;4,77;;;;;35;;12;;2,30;01:31:56;21,20;MIL is OFF0 codes;;;;
588;1,51E+12;-583.162.972;-3.520.569.202;40.0;control1;100;89;52,20;83,90;4;1150;23;13,4;;;;;33;;;;-5,50;01:32:00;31,40;MIL is OFF0 codes;;;;
589;1,51E+12;-583.169.457;-3.520.555.287;42.0;control1;100;90;53,30;16,90;4;1049;50;2,86;;;;;34;;;;1,60;01:32:04;17,60;MIL is OFF0 codes;;;;
590;1,51E+12;-583.178.404;-3.520.552.737;40.0;control1;100;90;52,90;37,30;4;781;33;4,57;;;;;35;;15;;5,50;01:32:08;23,10;MIL is OFF0 codes;;;;
591;1,51E+12;-583.185.673;-3.520.565.894;40.0;control1;100;90;52,50;41,60;4;780;18;4,7;;;;;35;;16;;-1,60;01:32:12;21,60;MIL is OFF0 codes;;;;
592;1,51E+12;-583.202.445;-3.520.567.463;40.0;control1;100;90;50,60;19,60;4;1174;26;3,29;;;;;35;;10;;2,30;01:32:16;19,60;MIL is OFF0 codes;;;;
593;1,51E+12;-583.215.515;-3.520.562.806;38.0;control1;100;90;51,00;31,40;4;764;59;3,94;;;;;35;;9;;4,70;01:32:20;20,40;MIL is OFF0 codes;;;;
594;1,51E+12;-583.185.728;-3.520.564.788;57.0;control2;100;99;55,30;68,20;4;1836;44;20,56;;;;;34;;15;;0,00;01:34:39;33,70;MIL is OFF0 codes;;;;
595;1,51E+12;-583.181.478;-3.520.554.968;52.0;control2;100;99;56,50;69,80;4;1340;61;14,22;;;;;33;;15;;2,30;01:34:46;31,40;MIL is OFF0 codes;;;;
596;1,51E+12;-583.179.577;-3.520.538.049;51.0;control2;100;98;57,60;76,10;4;1359;69;14,84;;;;;33;;22;;-7,00;01:34:50;31,80;MIL is OFF0 codes;;;;
597;1,51E+12;-583.182.625;-3.520.518.044;49.0;control2;100;98;58,40;87,80;4;2061;30;27,61;;;;;33;;28;;-6,20;01:34:54;36,10;MIL is OFF0 codes;;;;
598;1,51E+12;-583.191.935;-3.520.489.354;48.0;control2;100;97;58,80;84,70;4;1412;83;19,3;;;;;33;;34;;3,90;01:34:58;33,70;MIL is OFF0 codes;;;;
599;1,51E+12;-583.202.831;-3.520.458.915;48.0;control2;100;96;59,20;100,00;4;1769;79;26,3;;;;;33;;44;;3,10;01:35:02;36,90;MIL is OFF0 codes;;;;
600;1,51E+12;-583.219.205;-3.520.419.638;48.0;control2;100;95;59,60;17,30;4;1757;61;9,57;;;;;33;;48;;5,50;01:35:06;29,40;MIL is OFF0 codes;;;;
601;1,51E+12;-58.323.554;-3.520.375.148;47.0;control2;100;94;58,80;72,90;4;1658;39;15,72;;;;;33;;52;;3,10;01:35:10;31,80;MIL is OFF0 codes;;;;
602;1,51E+12;-583.255.016;-352.032.693;45.0;control2;100;93;58,00;54,10;4;1448;19;11,72;;;;;33;;55;;10,90;01:35:14;29,80;MIL is OFF0 codes;;;;
603;1,51E+12;-583.282.113;-352.027.834;44.0;control2;100;93;57,30;33,30;4;1543;40;8,56;;;;;33;;56;;10,20;01:35:18;27,50;MIL is OFF0 codes;;;;
604;1,51E+12;-583.317.126;-3.520.234.735;43.0;control2;100;92;56,50;49,80;4;1538;42;11,57;;;;;33;;57;;7,00;01:35:22;29,80;MIL is OFF0 codes;;;;
605;1,51E+12;-583.352.164;-3.520.191.068;42.0;control2;100;91;56,10;51,00;4;1559;38;11,84;;;;;33;;57;;-0,80;01:35:26;29,80;MIL is OFF0 codes;;;;
606;1,51E+12;-583.387.397;-3.520.145.801;42.0;control2;100;90;55,70;45,50;4;1552;35;10,22;;;;;33;;56;;6,20;01:35:30;29,00;MIL is OFF0 codes;;;;
607;1,51E+12;-583.424.511;-3.520.100.227;42.0;control2;100;89;54,90;40,80;4;1525;37;9,17;;;;;33;;55;;4,70;01:35:34;27,80;MIL is OFF0 codes;;;;
608;1,51E+12;-583.457.549;-3.520.057.208;37.0;control2;100;88;54,90;42,00;4;1498;19;9,15;;;;;33;;53;;4,70;01:35:38;27,50;MIL is OFF0 codes;;;;
